BillNo,Date,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A713,02-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A707,02-08-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A717,02-08-2017,"M.G MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A721,02-08-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A708,02-08-2017,"SOORAJ MEDICALS, PLANKAMON",#N/A,1,#N/A,#N/A
A724,02-08-2017,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A718,02-08-2017,"KARUNYA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A712,02-08-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A710,02-08-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A722,02-08-2017,"M.G.M MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A720,02-08-2017,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,1,#N/A,#N/A
A719,02-08-2017,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,#N/A,#N/A,1
A725,03-08-2017,"SHEEBA MEDICALS, THEADICAL",1,#N/A,#N/A,#N/A
A736,03-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A733,03-08-2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A738,03-08-2017,"KOTTARATHIL MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A729,03-08-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A740,03-08-2017,"KURIAN'S MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A742,03-08-2017,"MARIA HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A734,03-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,#N/A,1
A727,03-08-2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",#N/A,1,#N/A,#N/A
A737,03-08-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A730,03-08-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A726,03-08-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,1,#N/A,#N/A
A741,03-08-2017,"PUTHANPARAMBIL MEDICALS, PURAMATTOM",#N/A,1,#N/A,#N/A
A739,03-08-2017,"BETHEL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A728,03-08-2017,"MUTTUMON MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A732,03-08-2017,"KADAVIL MEDICALS, MANNAR",#N/A,#N/A,#N/A,1
A731,03-08-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A735,03-08-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,#N/A,#N/A,1
A745,04-08-2017,"K.K DRUG HOUSE, ADOOR",#N/A,1,#N/A,#N/A
A790,04-08-2017,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A787,04-08-2017,"ASWAS COMMUNITY PHARMACY, ADOOR",#N/A,1,#N/A,#N/A
A794,04-08-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A802,04-08-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A753,04-08-2017,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A757,04-08-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A755,04-08-2017,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A748,04-08-2017,"CHITRA HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A798,04-08-2017,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A768,04-08-2017,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A799,04-08-2017,"NEETHY MEDICAL STORE, KARUKACHAL",#N/A,1,#N/A,#N/A
A743,04-08-2017,"LIFE LINE HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A764,04-08-2017,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,1,#N/A,#N/A
A781,04-08-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A782,04-08-2017,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A780,04-08-2017,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A777,04-08-2017,"DEEPTHI MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A744,04-08-2017,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A792,04-08-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A746,04-08-2017,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,1,#N/A,#N/A
A791,04-08-2017,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A754,04-08-2017,"NEETHI MEDICALS, NEAR COLLEGE JN ",#N/A,1,#N/A,#N/A
A800,04-08-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A763,04-08-2017,"PUTHENPEEDIKAYIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A795,04-08-2017,"DR.C.K.KOSHY, CHAKKUTHARA CLINIC",#N/A,1,#N/A,#N/A
A793,04-08-2017,"NEETHI MEDICALS. PALLIPPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A771,04-08-2017,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A779,04-08-2017,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A749,04-08-2017,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A756,04-08-2017,"PALLIPARAMPIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A760,04-08-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,1,#N/A,#N/A
A801,04-08-2017,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A785,04-08-2017,"APPOLO MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A772,04-08-2017,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A767,04-08-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A776,04-08-2017,"JAYA MEDICALS, POOVATHOOR",#N/A,1,#N/A,#N/A
A758,04-08-2017,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",#N/A,1,#N/A,#N/A
A759,04-08-2017,"DEEPA MEDICALS, CHENNITHALA",#N/A,1,#N/A,#N/A
A774,04-08-2017,"ALPHA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A778,04-08-2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A750,04-08-2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",#N/A,1,#N/A,#N/A
A797,04-08-2017,"MED CARE PHARMACY, KAVUMBHAGUM",#N/A,1,#N/A,#N/A
A751,04-08-2017,"PADAPARAMBIL MEDICALS, PURAMATTOM",#N/A,1,#N/A,#N/A
A770,04-08-2017,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A784,04-08-2017,"K.T. GEORGE & SONS, THIRUVALLA",#N/A,1,#N/A,#N/A
A765,04-08-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A789,04-08-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A747,04-08-2017,"KARUNYA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A761,04-08-2017,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A762,04-08-2017,"CHERUKARA DRUG HOUSE, CHENGANOOR",#N/A,1,#N/A,#N/A
A769,04-08-2017,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A752,04-08-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A773,04-08-2017,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A788,04-08-2017,"MARIA HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A783,04-08-2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A766,04-08-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,#N/A,#N/A,1
A796,04-08-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A786,04-08-2017,"S.D MEDICALS, CHENGANNUR",#N/A,#N/A,#N/A,1
A775,04-08-2017,"MARY QUEEN'S ALLERGY CLINIC, THIRUVALLA",#N/A,#N/A,#N/A,1
A805,05-08-2017,"NEETHI MEDICALS, MALLAPPALLY",#N/A,1,#N/A,#N/A
A803,05-08-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A806,05-08-2017,"NEETHI(GOVT.HOSPITAL) ADOOR, ADOOR",#N/A,1,#N/A,#N/A
A807,05-08-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A804,05-08-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,#N/A,1
A808,05-08-2017,"PULIMOOTTIL MEDICALS, KUTTOOR",#N/A,#N/A,#N/A,1
A842,07-08-2017,"KARUNYAM MEDICALS, CHENGANNUR",1,#N/A,#N/A,#N/A
A826,07-08-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A838,07-08-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A821,07-08-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A839,07-08-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A816,07-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A827,07-08-2017,"DR.V.K.SANJEEV.MD.DM, NEURO CLINIC ,CHRY",#N/A,1,#N/A,#N/A
A829,07-08-2017,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A825,07-08-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A834,07-08-2017,"MUTHU MEDICALS, CHANGANSSERY",#N/A,1,#N/A,#N/A
A836,07-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A819,07-08-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A840,07-08-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A809,07-08-2017,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A832,07-08-2017,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A814,07-08-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,1,#N/A,#N/A
A830,07-08-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A823,07-08-2017,"JESWIN MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A818,07-08-2017,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A817,07-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,#N/A,1,#N/A
A833,07-08-2017,"ASWAS MEDICALS, KURISHUMMOODU",#N/A,1,#N/A,#N/A
A812,07-08-2017,"PAZHANJIYIL MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A831,07-08-2017,"THOMSON MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A820,07-08-2017,"M.N.MEDICALS, CHOONAD",#N/A,1,#N/A,#N/A
A841,07-08-2017,"MED CARE PHARMACY, KAVUMBHAGUM",#N/A,1,#N/A,#N/A
A824,07-08-2017,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,1,#N/A,#N/A
A810,07-08-2017,"JACOBS MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A815,07-08-2017,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A813,07-08-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A837,07-08-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A828,07-08-2017,"NATIONAL MEDICALS, PODIYADI",#N/A,1,#N/A,#N/A
A811,07-08-2017,"MUTTUMON MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A822,07-08-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,#N/A,1
A835,07-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,0,0,0
A859,08-08-2017,"POYANIL HOSPITAL, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A878,08-08-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A880,08-08-2017,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,1,#N/A,#N/A
A872,08-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A873,08-08-2017,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A848,08-08-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A884,08-08-2017,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A845,08-08-2017,"NEETHY MEDICAL STORE, PULLAD",#N/A,1,#N/A,#N/A
A889,08-08-2017,"NEETHI MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A879,08-08-2017,"KUMBANAD MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A887,08-08-2017,"NEETHI MEDICALS, ERAVIPEROOR  SCB",#N/A,1,#N/A,#N/A
A883,08-08-2017,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A857,08-08-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A852,08-08-2017,"NEETHI MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A869,08-08-2017,"MADATHIL MEDICALS, KOZHANCHERY",#N/A,1,#N/A,#N/A
A850,08-08-2017,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A847,08-08-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A863,08-08-2017,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A858,08-08-2017,"HAFZA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A874,08-08-2017,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A860,08-08-2017,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A888,08-08-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A861,08-08-2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A871,08-08-2017,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A870,08-08-2017,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A868,08-08-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A864,08-08-2017,"DR.MATHEW JOHN, ST.STEPHEN'S CLINIC",#N/A,1,#N/A,#N/A
A877,08-08-2017,"MUTTUMON MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A855,08-08-2017,"KANJIRATHARA MEDICALS, MANJADI",#N/A,1,#N/A,#N/A
A886,08-08-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A843,08-08-2017,"KURUNGATTU MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A849,08-08-2017,"PREETHI MEDICALS, ELENTHOOR",#N/A,1,#N/A,#N/A
A881,08-08-2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A846,08-08-2017,"SONIA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A851,08-08-2017,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,1,#N/A,#N/A
A862,08-08-2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,#N/A,#N/A,1
A875,08-08-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,1,#N/A,#N/A
A844,08-08-2017,"T & T MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A882,08-08-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A890,08-08-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A876,08-08-2017,"SAM MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A866,08-08-2017,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A856,08-08-2017,"MANNAR MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A885,08-08-2017,"ORMA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A854,08-08-2017,"JACOBS MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A865,08-08-2017,"DEEPTHI MEDICALS, KAYAMKULAM",#N/A,1,#N/A,#N/A
A867,08-08-2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,#N/A,#N/A,1
A853,08-08-2017,"JINI MEDICALS, MARAMON",#N/A,1,#N/A,#N/A
A892,09-08-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",1,#N/A,#N/A,#N/A
A899,09-08-2017,"KADAVIL MEDICALS, MANNAR",1,#N/A,#N/A,#N/A
A897,09-08-2017,"JOSE & SONS MEDICALS, THIRUVALLA",1,#N/A,#N/A,#N/A
A896,09-08-2017,"KARUNYAM MEDICALS, CHENGANNUR",1,#N/A,#N/A,#N/A
A906,09-08-2017,"NEETHI MEDICALS, NEDUMKUNNAM",#N/A,1,#N/A,#N/A
A902,09-08-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A905,09-08-2017,"NEETHY MEDICAL STORE, KARUKACHAL",#N/A,1,#N/A,#N/A
A900,09-08-2017,"THOMSON MEDICALS, CHANGANASERY",#N/A,1,#N/A,#N/A
A898,09-08-2017,"USHA HOSPITAL, CHENGANNOOR",#N/A,1,#N/A,#N/A
A901,09-08-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A907,09-08-2017,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A894,09-08-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,1,#N/A,#N/A
A895,09-08-2017,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A904,09-08-2017,"NITHIN MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A893,09-08-2017,"BETHEL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A903,09-08-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A891,09-08-2017,"C.M HOSPITAL, PANDALAM",#N/A,#N/A,1,#N/A
A912,10-08-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",1,#N/A,#N/A,#N/A
A915,10-08-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A909,10-08-2017,"LOURDU MATHA HOSPITAL, PACHA",#N/A,1,#N/A,#N/A
A916,10-08-2017,"DR.P T SHAJI, PAIPPAD",#N/A,1,#N/A,#N/A
A910,10-08-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A918,10-08-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A920,10-08-2017,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A917,10-08-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A911,10-08-2017,"GRACE MEDICALS, VADASSERIKARA",#N/A,1,#N/A,#N/A
A913,10-08-2017,"JACOBS MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A914,10-08-2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A908,10-08-2017,"JAYA MEDICALS, POOVATHOOR",#N/A,1,#N/A,#N/A
A919,10-08-2017,"MED CARE PHARMACY, KAVUMBHAGUM",#N/A,1,#N/A,#N/A
A921,10-08-2017,"NATIONAL MEDICALS, PODIYADI",#N/A,1,#N/A,#N/A
A953,11-08-2017,"ASWAS COMMUNITY PHARMACY, ADOOR",#N/A,1,#N/A,#N/A
A937,11-08-2017,"KARUNYA MEDICALS, ADOOR",1,#N/A,#N/A,#N/A
A940,11-08-2017,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A967,11-08-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A962,11-08-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A924,11-08-2017,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A943,11-08-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A946,11-08-2017,"SUPPLYCO-MAVELI MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A928,11-08-2017,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A951,11-08-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A927,11-08-2017,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A950,11-08-2017,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A963,11-08-2017,"DR.BALASUBRAMANIAN G, MAVELIKKARA",#N/A,1,#N/A,#N/A
A933,11-08-2017,"CHITRA HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A923,11-08-2017,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A941,11-08-2017,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A964,11-08-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A926,11-08-2017,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A961,11-08-2017,"MENAMTHOTTAM HOSPITAL, RANNY",#N/A,1,#N/A,#N/A
A965,11-08-2017,"JANAMITHRA MEDICALS, PAIPAD",#N/A,1,#N/A,#N/A
A944,11-08-2017,"ORMA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A947,11-08-2017,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,1,#N/A,#N/A
A922,11-08-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A949,11-08-2017,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A932,11-08-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,1,#N/A,#N/A
A938,11-08-2017,"K.K DRUG HOUSE, ADOOR",#N/A,1,#N/A,#N/A
A942,11-08-2017,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A931,11-08-2017,"NEETHI MEDICALS. PALLIPPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A948,11-08-2017,"DEEPTHI MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A945,11-08-2017,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A958,11-08-2017,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A935,11-08-2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",#N/A,1,#N/A,#N/A
A929,11-08-2017,"K.R.MEDICALS, KALLISSERY",#N/A,1,#N/A,#N/A
A930,11-08-2017,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A960,11-08-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A936,11-08-2017,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A968,11-08-2017,"DR.V.K.SANJEEV.MD.DM, NEURO CLINIC ,CHRY",#N/A,1,#N/A,#N/A
A925,11-08-2017,"PALLIPARAMPIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A939,11-08-2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A959,11-08-2017,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A934,11-08-2017,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",#N/A,1,#N/A,#N/A
A954,11-08-2017,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A957,11-08-2017,"KARUNYA MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A956,11-08-2017,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A966,11-08-2017,"ST.THOMAS HOSPITAL, CHETTIPUZHA",#N/A,1,#N/A,#N/A
A955,11-08-2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A952,11-08-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A973,12-08-2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A980,12-08-2017,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A985,12-08-2017,"BELIEVERS CHURCH CITY CLINIC, THIRUVALLA",#N/A,1,#N/A,#N/A
A971,12-08-2017,"NEETHI MEDICALS, NEAR MUNICIPAL JN",#N/A,1,#N/A,#N/A
A972,12-08-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A975,12-08-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A977,12-08-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A976,12-08-2017,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A979,12-08-2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",#N/A,1,#N/A,#N/A
